loan_id,loan_amount,loan_purpose,loan_grade,interest_rate,annual_income,employment_length,employment_status,home_ownership,fico_score,credit_history_length,num_credit_accounts,num_open_accounts,total_credit_limit,revolving_balance,credit_utilization,late_payments_2yr,recent_inquiries,monthly_debt_payments,age,education_level,debt_to_income,loan_to_income,risk_score,default
LC_014536,21653,major_purchase,D,17.78,93839,12.5,Full-time,Rent,723,13.8,8,6,63036,14615,0.232,4,1,536,38,Masters,0.069,0.231,0.2528,1
LC_014537,19316,medical,F,25.83,47489,16.6,Full-time,Own,643,15.9,3,2,65446,34179,0.522,2,2,1074,37,High School,0.272,0.407,0.5671,0
LC_014538,34477,major_purchase,F,24.97,50826,7.4,Full-time,Rent,636,7.3,2,1,126798,28220,0.223,4,2,1091,33,Some College,0.258,0.678,0.7198,0
LC_014539,49126,home_improvement,C,11.94,64487,9.9,Full-time,Rent,676,11.2,2,1,75331,14678,0.195,1,1,465,38,Bachelors,0.087,0.762,0.1835,1
LC_014540,43719,major_purchase,E,22.49,85191,31.5,Full-time,Mortgage,678,0.6,5,4,173943,83483,0.48,0,2,3299,25,Bachelors,0.465,0.513,0.3667,0
LC_014541,36327,debt_consolidation,D,17.0,62306,1.3,Full-time,Rent,700,1.3,4,3,115613,14853,0.128,1,2,689,23,Masters,0.133,0.583,0.2238,0
LC_014542,26736,medical,A,6.09,118879,5.0,Self-employed,Own,705,2.7,4,3,216942,30912,0.142,0,2,1241,43,Masters,0.125,0.225,0.0398,0
LC_014543,20860,car,E,21.01,43423,8.4,Part-time,Mortgage,712,7.0,6,3,93432,9783,0.105,3,3,316,29,High School,0.087,0.48,0.3725,0
LC_014544,31184,medical,B,10.53,49021,3.4,Full-time,Own,706,7.2,3,2,96067,17305,0.18,0,0,979,47,Bachelors,0.24,0.636,0.1062,0
LC_014545,9845,vacation,E,21.07,56587,1.7,Full-time,Mortgage,638,0.2,7,5,102763,32843,0.32,1,1,1281,42,High School,0.272,0.174,0.3852,1
LC_014546,36665,debt_consolidation,F,26.71,72148,9.5,Full-time,Own,636,8.0,4,2,21680,10960,0.506,3,2,424,26,PhD,0.071,0.508,0.5995,0
LC_014547,28060,major_purchase,E,21.77,41884,0.9,Self-employed,Mortgage,611,34.0,2,1,42919,1515,0.035,2,1,497,52,Some College,0.142,0.67,0.3321,0
LC_014548,49088,debt_consolidation,E,20.75,97228,30.6,Full-time,Rent,726,17.6,3,1,43021,19394,0.451,3,1,799,57,Some College,0.099,0.505,0.3181,1
LC_014549,44267,business,F,26.81,59227,7.0,Unemployed,Mortgage,680,6.9,3,2,73564,32375,0.44,2,2,1151,51,High School,0.233,0.747,0.4752,1
LC_014550,40660,vacation,D,15.64,82913,14.2,Full-time,Own,735,9.2,6,5,80048,20999,0.262,4,0,1154,66,High School,0.167,0.49,0.2636,1
LC_014551,37442,debt_consolidation,E,22.63,46259,17.9,Full-time,Mortgage,704,0.0,11,9,112759,41898,0.372,0,1,1547,18,High School,0.401,0.809,0.3177,0
LC_014552,20048,debt_consolidation,F,26.71,26529,13.9,Full-time,Own,589,0.5,4,3,43812,13196,0.301,4,1,621,33,High School,0.281,0.756,0.7421,1
LC_014553,43458,car,B,9.41,164357,5.6,Self-employed,Rent,751,2.6,3,2,57126,25817,0.452,0,1,2366,78,Masters,0.173,0.264,0.0672,0
LC_014554,26754,home_improvement,F,25.61,65267,0.3,Part-time,Other,678,7.9,9,7,111228,69179,0.622,0,2,2748,34,Masters,0.505,0.41,0.5355,0
LC_014555,37093,debt_consolidation,C,12.76,116360,3.0,Part-time,Rent,777,15.4,5,4,94522,17985,0.19,1,2,1919,53,Masters,0.198,0.319,0.1579,1
LC_014556,18306,debt_consolidation,F,25.09,62413,6.6,Full-time,Own,596,0.0,6,4,116189,30766,0.265,6,7,1074,18,Bachelors,0.207,0.293,0.742,1
LC_014557,47571,home_improvement,F,26.89,78430,7.1,Self-employed,Mortgage,603,2.8,6,4,188525,72587,0.385,4,3,2376,23,Bachelors,0.364,0.607,0.8561,0
LC_014558,37856,medical,F,26.38,100844,14.5,Full-time,Own,629,0.3,1,1,246280,115874,0.47,4,4,3944,28,Bachelors,0.469,0.375,0.7096,1
LC_014559,34308,major_purchase,A,6.83,81504,15.3,Full-time,Mortgage,774,24.7,3,1,126727,14135,0.112,0,5,1304,52,Some College,0.192,0.421,0.0346,1
LC_014560,18395,other,F,25.55,98933,26.2,Full-time,Own,716,0.6,4,2,51554,15858,0.308,4,2,672,52,Some College,0.082,0.186,0.4843,1
LC_014561,41211,home_improvement,D,15.99,95720,1.8,Part-time,Rent,759,4.5,5,3,188401,28047,0.149,1,1,898,42,Bachelors,0.113,0.431,0.2782,0
LC_014562,20425,business,F,25.94,60781,11.4,Unemployed,Mortgage,638,4.0,5,4,118501,58613,0.495,3,6,2355,22,Some College,0.465,0.336,0.9418,1
LC_014563,49671,business,F,27.22,70874,4.6,Full-time,Own,714,2.3,4,3,31087,10299,0.331,3,1,1061,32,Bachelors,0.18,0.701,0.4649,1
LC_014564,10742,car,E,22.58,103207,1.4,Self-employed,Mortgage,699,2.8,3,1,203202,86984,0.428,1,9,3490,42,Bachelors,0.406,0.104,0.3652,0
LC_014565,19989,debt_consolidation,E,22.46,119496,7.7,Full-time,Own,717,22.0,7,5,196922,76578,0.389,1,2,3857,62,Masters,0.387,0.167,0.3051,0
LC_014566,39451,major_purchase,E,21.85,83960,21.7,Self-employed,Other,681,5.0,7,4,209264,62313,0.298,2,3,2567,38,Bachelors,0.367,0.47,0.4273,1
LC_014567,19363,debt_consolidation,F,27.21,57266,2.9,Full-time,Rent,661,5.7,5,4,25296,6542,0.259,6,1,496,32,Bachelors,0.104,0.338,0.6006,0
LC_014568,41297,home_improvement,F,26.24,85317,3.9,Part-time,Mortgage,652,33.4,3,1,80049,27160,0.339,4,3,1718,60,Bachelors,0.242,0.484,0.5132,0
LC_014569,8082,business,D,17.74,72699,22.8,Full-time,Mortgage,708,6.9,3,2,105135,30913,0.294,0,3,1782,29,Some College,0.294,0.111,0.2673,0
LC_014570,39813,debt_consolidation,F,26.45,90463,29.0,Part-time,Own,619,23.0,4,3,155906,21558,0.138,2,2,1845,41,Bachelors,0.245,0.44,0.5165,0
LC_014571,10743,business,F,26.56,71807,6.3,Self-employed,Mortgage,652,2.7,6,4,139495,80358,0.576,6,1,2431,32,Masters,0.406,0.15,0.8414,1
LC_014572,45223,debt_consolidation,D,16.02,63858,1.0,Full-time,Mortgage,690,2.0,4,3,66456,33742,0.508,1,4,1333,36,Some College,0.251,0.708,0.261,0
LC_014573,49890,debt_consolidation,F,26.67,85466,26.7,Full-time,Own,645,9.9,4,3,26679,10948,0.41,3,1,621,36,Some College,0.087,0.584,0.573,1
LC_014574,36135,debt_consolidation,D,17.12,112358,0.8,Full-time,Rent,757,26.0,5,4,126613,59562,0.47,1,1,2714,44,PhD,0.29,0.322,0.2456,1
LC_014575,15767,debt_consolidation,F,27.28,47632,8.1,Full-time,Rent,621,0.0,6,4,107983,38522,0.357,4,2,1353,18,Some College,0.341,0.331,0.7489,1
LC_014576,5225,home_improvement,D,15.79,70408,12.0,Full-time,Own,695,4.0,12,11,77893,41170,0.529,1,2,1530,22,Bachelors,0.261,0.074,0.2186,0
LC_014577,21816,debt_consolidation,C,12.17,33404,1.1,Full-time,Own,687,10.0,6,4,53819,16084,0.299,1,3,709,28,Some College,0.255,0.653,0.176,0
LC_014578,14307,home_improvement,E,20.33,44411,12.0,Full-time,Mortgage,690,8.0,8,4,62478,42544,0.681,2,2,1402,26,Some College,0.379,0.322,0.4205,0
LC_014579,37645,other,A,6.85,80848,15.0,Part-time,Rent,769,17.6,6,3,96179,25566,0.266,0,1,1139,56,Bachelors,0.169,0.466,0.0401,0
LC_014580,34420,debt_consolidation,B,9.73,91676,9.3,Full-time,Mortgage,661,21.8,4,3,49682,9983,0.201,1,1,1455,43,Bachelors,0.191,0.375,0.0871,0
LC_014581,24135,home_improvement,E,21.27,58141,4.1,Full-time,Rent,668,0.4,2,1,29992,14944,0.498,3,0,1153,52,High School,0.238,0.415,0.4479,0
LC_014582,35520,home_improvement,F,26.25,68825,4.4,Part-time,Mortgage,656,16.0,5,4,139836,15482,0.111,3,0,929,47,Bachelors,0.162,0.516,0.4559,1
LC_014583,39048,debt_consolidation,F,26.72,50650,1.3,Full-time,Other,628,0.0,4,2,50510,31400,0.622,2,1,1135,18,Some College,0.269,0.771,0.5996,0
LC_014584,25358,debt_consolidation,C,14.22,50831,2.2,Self-employed,Own,783,5.8,5,3,96069,46649,0.486,0,3,1981,25,Some College,0.468,0.499,0.1352,0
LC_014585,22420,debt_consolidation,F,27.19,145301,4.2,Unemployed,Rent,713,3.1,3,2,296680,168278,0.567,2,2,6129,56,Masters,0.506,0.154,0.8753,1
LC_014586,11382,major_purchase,A,5.75,65254,6.0,Full-time,Mortgage,753,18.0,3,2,39415,15695,0.398,0,1,930,36,Some College,0.171,0.174,0.0274,0
LC_014587,29871,home_improvement,F,26.75,54080,4.4,Part-time,Rent,581,4.2,7,5,57203,11982,0.209,2,2,556,25,Bachelors,0.124,0.552,0.5961,1
LC_014588,32618,debt_consolidation,D,17.3,73685,2.2,Part-time,Other,716,21.3,3,2,27290,1939,0.071,0,1,605,43,Some College,0.099,0.443,0.2466,0
LC_014589,46200,medical,B,9.42,67660,1.9,Full-time,Own,709,4.1,4,3,84945,3709,0.044,0,3,425,33,Masters,0.076,0.683,0.0696,0
LC_014590,20333,home_improvement,D,16.97,84537,0.3,Full-time,Own,755,4.1,4,2,199827,82568,0.413,1,0,3151,39,Masters,0.447,0.241,0.2392,1
LC_014591,20501,debt_consolidation,D,15.94,42720,2.5,Self-employed,Rent,650,0.3,4,3,52047,15364,0.295,2,1,715,33,High School,0.201,0.48,0.2466,0
LC_014592,49818,vacation,F,26.43,96156,33.4,Part-time,Other,665,0.4,5,3,200279,60515,0.302,6,5,2061,22,Bachelors,0.257,0.518,0.8508,1
LC_014593,31582,debt_consolidation,D,16.52,90153,17.0,Part-time,Own,831,12.1,2,1,217240,68690,0.316,0,6,2322,48,Some College,0.309,0.35,0.2832,0
LC_014594,49778,debt_consolidation,F,24.84,68666,1.3,Full-time,Rent,657,3.6,4,3,88064,27837,0.316,6,0,1341,47,Bachelors,0.234,0.725,0.5477,1
LC_014595,36902,debt_consolidation,D,15.83,59789,2.1,Full-time,Mortgage,740,29.0,4,3,131910,32372,0.245,3,0,1465,47,High School,0.294,0.617,0.2528,0
LC_014596,11877,debt_consolidation,E,20.4,67134,10.4,Full-time,Rent,730,20.2,4,2,166748,37467,0.225,3,2,1497,48,High School,0.268,0.177,0.3623,1
LC_014597,18765,home_improvement,E,20.58,79990,28.6,Full-time,Own,687,8.2,5,3,49141,5857,0.119,2,0,444,37,Some College,0.067,0.235,0.3569,1
LC_014598,22224,home_improvement,C,13.51,77740,20.9,Full-time,Own,714,4.9,6,5,32142,6823,0.212,0,2,641,61,High School,0.099,0.286,0.176,0
LC_014599,19154,debt_consolidation,F,26.48,79358,4.3,Full-time,Own,679,11.3,3,2,66718,20915,0.313,4,2,991,53,Masters,0.15,0.241,0.5626,0
LC_014600,31246,car,F,25.55,28453,3.3,Full-time,Own,726,4.0,6,5,64510,23777,0.369,3,1,939,22,Some College,0.396,1.098,0.5416,0
LC_014601,30334,debt_consolidation,B,9.24,109195,16.2,Full-time,Rent,769,12.8,6,3,77013,5470,0.071,0,0,1038,58,Bachelors,0.114,0.278,0.0835,0
LC_014602,47943,debt_consolidation,B,8.24,79445,18.4,Full-time,Rent,686,2.5,5,3,197338,16531,0.084,0,3,887,33,Bachelors,0.134,0.603,0.0789,0
LC_014603,23837,debt_consolidation,F,25.63,72928,7.2,Full-time,Rent,635,8.0,4,2,148377,69739,0.47,3,2,2292,26,Some College,0.377,0.327,0.6923,1
LC_014604,6676,major_purchase,F,25.34,57475,2.1,Part-time,Rent,630,4.8,1,1,123358,9543,0.077,4,2,958,36,Some College,0.2,0.116,0.6378,1
LC_014605,42285,major_purchase,A,7.97,84120,2.8,Full-time,Own,779,9.0,4,2,91683,20689,0.226,0,2,1361,27,Bachelors,0.194,0.503,0.0,0
LC_014606,35477,major_purchase,E,21.47,60284,5.5,Full-time,Own,712,0.8,4,2,100650,55221,0.549,2,1,1914,45,High School,0.381,0.588,0.3695,0
LC_014607,34780,vacation,F,26.19,61116,2.1,Full-time,Mortgage,640,4.1,7,4,102999,30460,0.296,4,1,1345,24,Bachelors,0.264,0.569,0.7359,1
LC_014608,28611,debt_consolidation,C,13.82,53228,10.5,Full-time,Own,651,7.0,2,1,100399,21854,0.218,1,0,995,25,Bachelors,0.224,0.538,0.1737,0
LC_014609,37260,debt_consolidation,F,26.89,61352,25.5,Full-time,Rent,644,4.6,6,4,33545,19573,0.583,6,1,920,25,High School,0.18,0.607,0.7912,1
LC_014610,28349,debt_consolidation,D,16.12,88182,6.8,Part-time,Rent,673,3.9,4,2,90819,14140,0.156,0,2,1487,40,Masters,0.202,0.321,0.2851,0
LC_014611,45260,debt_consolidation,F,26.75,37986,1.3,Full-time,Mortgage,658,18.0,5,4,16305,7680,0.471,5,1,693,36,Some College,0.219,1.191,0.5431,0
LC_014612,35310,major_purchase,F,26.88,92684,17.0,Full-time,Rent,638,4.3,4,3,49565,15204,0.307,4,1,1008,46,Some College,0.131,0.381,0.6024,1
LC_014613,16511,medical,F,25.14,43135,3.4,Full-time,Own,638,14.0,7,4,45415,9180,0.202,11,2,660,32,Bachelors,0.184,0.383,1.0,1
LC_014614,49784,major_purchase,F,25.56,107475,20.5,Full-time,Mortgage,656,22.3,4,2,76403,37316,0.488,5,4,1566,72,Bachelors,0.175,0.463,0.4908,1
LC_014615,16630,debt_consolidation,F,25.06,43712,8.9,Part-time,Own,663,4.4,5,4,45576,4268,0.094,6,0,675,24,Bachelors,0.185,0.38,0.6511,1
LC_014616,13609,debt_consolidation,F,26.16,25095,12.7,Part-time,Rent,648,15.6,4,3,52856,21497,0.407,3,5,853,40,High School,0.408,0.542,0.7973,1
LC_014617,44617,car,E,21.68,69216,2.5,Self-employed,Own,632,3.2,8,6,35886,5390,0.15,2,2,798,74,High School,0.138,0.645,0.3383,0
LC_014618,34636,home_improvement,F,25.07,54062,2.2,Self-employed,Mortgage,722,25.0,2,1,133793,75105,0.561,2,3,2459,43,Some College,0.546,0.641,0.5141,0
LC_014619,32355,other,D,15.89,102072,3.3,Full-time,Rent,716,9.0,1,1,45387,20621,0.454,1,3,659,27,Masters,0.078,0.317,0.2534,0
LC_014620,25178,home_improvement,F,25.08,97355,17.1,Self-employed,Mortgage,633,6.1,5,3,139134,82001,0.589,3,5,3122,56,Bachelors,0.385,0.259,0.6517,0
LC_014621,15366,car,F,25.13,80833,2.7,Part-time,Own,682,1.6,8,6,154064,18301,0.119,3,4,729,34,PhD,0.108,0.19,0.5011,0
LC_014622,35621,debt_consolidation,F,26.36,77284,12.4,Part-time,Mortgage,654,37.0,7,5,181593,55511,0.306,3,2,1963,55,High School,0.305,0.461,0.5727,0
LC_014623,28162,major_purchase,E,22.29,45196,12.5,Full-time,Mortgage,646,5.5,4,3,47547,7390,0.155,2,1,272,27,High School,0.072,0.623,0.433,1
LC_014624,29295,home_improvement,F,27.28,67637,12.6,Part-time,Rent,664,0.1,6,3,62709,19334,0.308,5,1,598,32,Bachelors,0.106,0.433,0.6269,1
LC_014625,49868,debt_consolidation,F,26.55,77486,14.3,Full-time,Own,739,19.3,9,7,102635,76953,0.75,1,1,3235,61,High School,0.501,0.644,0.4928,0
LC_014626,35515,debt_consolidation,D,16.55,67594,7.1,Full-time,Rent,677,0.6,9,8,55048,21862,0.397,0,3,1409,45,Some College,0.25,0.525,0.2365,1
LC_014627,47953,car,E,21.83,73848,1.6,Self-employed,Mortgage,666,10.0,4,2,153532,5223,0.034,3,2,719,28,Masters,0.117,0.649,0.3061,1
LC_014628,38123,debt_consolidation,F,25.36,106503,4.1,Part-time,Mortgage,733,22.6,6,5,250969,76021,0.303,2,1,2573,46,Bachelors,0.29,0.358,0.4588,1
LC_014629,14344,medical,E,21.92,74824,0.3,Full-time,Own,729,1.5,4,2,37854,20563,0.543,3,0,1369,52,Some College,0.22,0.192,0.3027,0
LC_014630,32059,debt_consolidation,F,25.96,81368,4.4,Unemployed,Rent,654,4.0,1,1,88005,19881,0.226,5,2,1195,22,Masters,0.176,0.394,0.7911,0
LC_014631,26586,home_improvement,E,22.44,42896,3.6,Self-employed,Own,671,5.1,3,2,52380,16225,0.31,2,4,539,47,Some College,0.151,0.62,0.3887,0
LC_014632,24841,debt_consolidation,F,26.01,37444,1.6,Full-time,Rent,588,2.0,3,1,91827,23249,0.253,3,1,944,20,Some College,0.303,0.663,0.5337,1
LC_014633,18363,debt_consolidation,E,20.44,56619,10.4,Full-time,Rent,679,14.7,8,7,52367,34779,0.664,2,4,1309,36,Some College,0.277,0.324,0.3116,0
LC_014634,12333,business,E,20.48,113032,12.5,Full-time,Other,678,2.1,5,4,237761,156638,0.659,0,2,5978,49,Masters,0.635,0.109,0.361,0
LC_014635,17924,debt_consolidation,C,12.84,128670,19.5,Full-time,Rent,717,40.0,7,6,100565,27563,0.274,1,4,950,58,Bachelors,0.089,0.139,0.1496,0
LC_014636,20015,vacation,C,14.08,51570,3.2,Self-employed,Own,708,1.0,1,1,67514,11146,0.165,1,1,384,42,Masters,0.089,0.388,0.125,0
LC_014637,42500,debt_consolidation,A,6.44,99755,15.7,Full-time,Own,751,13.0,5,4,86818,44730,0.515,0,1,1354,31,Masters,0.163,0.426,0.0472,0
LC_014638,6186,debt_consolidation,F,25.18,81976,15.0,Full-time,Rent,639,0.9,6,3,69307,10229,0.148,9,1,755,43,Some College,0.111,0.075,0.9442,1
LC_014639,26828,debt_consolidation,C,13.95,74945,4.8,Full-time,Mortgage,699,1.8,5,4,178335,45254,0.254,0,1,2208,60,Bachelors,0.354,0.358,0.166,0
LC_014640,47824,home_improvement,C,13.73,92284,0.7,Full-time,Own,764,13.3,1,1,152615,67376,0.441,1,1,2094,54,Masters,0.272,0.518,0.1483,0
LC_014641,13327,business,F,26.76,61737,14.9,Part-time,Rent,693,11.0,9,6,70788,23020,0.325,3,2,784,29,High School,0.153,0.216,0.4969,0
LC_014642,32129,business,A,7.02,69916,18.1,Full-time,Rent,745,12.0,5,3,132898,15021,0.113,0,3,721,66,High School,0.124,0.46,0.0,0
LC_014643,22362,major_purchase,E,22.67,110983,30.9,Full-time,Mortgage,708,6.1,2,1,237105,142917,0.603,0,1,4495,63,Some College,0.486,0.201,0.3817,1
LC_014644,25077,business,F,25.32,59350,1.2,Full-time,Mortgage,660,5.2,6,5,37498,14282,0.381,5,4,1195,30,Some College,0.242,0.423,0.5713,1
LC_014645,20914,home_improvement,E,21.03,77627,10.1,Full-time,Own,696,3.0,5,3,68719,30520,0.444,2,4,1153,50,Some College,0.178,0.269,0.3014,0
LC_014646,47733,debt_consolidation,E,21.48,72493,3.4,Self-employed,Rent,685,10.2,4,2,180670,51306,0.284,1,3,2355,42,Some College,0.39,0.658,0.4173,0
LC_014647,47560,debt_consolidation,A,6.48,20076,0.8,Full-time,Mortgage,756,1.2,5,4,19007,6867,0.361,0,2,206,22,High School,0.124,2.369,0.0,0
LC_014648,11596,home_improvement,B,9.12,84573,1.1,Self-employed,Mortgage,789,2.4,2,1,172680,14505,0.084,1,2,1277,44,Masters,0.181,0.137,0.1106,0
LC_014649,40913,debt_consolidation,B,9.63,45598,1.1,Full-time,Rent,705,22.0,6,5,47413,21707,0.458,0,2,942,40,Bachelors,0.248,0.897,0.103,1
LC_014650,49383,car,E,21.62,62028,13.4,Full-time,Own,611,12.0,3,2,62312,4263,0.068,2,3,427,30,Some College,0.083,0.796,0.3518,1
LC_014651,30794,debt_consolidation,E,21.05,55571,17.4,Self-employed,Own,651,2.9,6,4,42322,14355,0.339,2,3,1147,21,Some College,0.248,0.554,0.3732,0
LC_014652,10054,major_purchase,D,15.71,80701,5.3,Part-time,Own,739,0.0,5,3,130210,19235,0.148,2,2,954,18,PhD,0.142,0.125,0.2617,0
LC_014653,23177,debt_consolidation,D,16.81,69485,3.0,Self-employed,Own,691,13.0,5,4,173138,37642,0.217,1,1,1699,49,Some College,0.294,0.334,0.282,1
LC_014654,11180,debt_consolidation,E,21.07,48446,5.7,Full-time,Mortgage,668,7.0,5,4,35059,21221,0.605,3,1,929,25,High School,0.23,0.231,0.3601,0
LC_014655,24810,debt_consolidation,C,13.25,61613,0.5,Full-time,Rent,746,15.1,7,4,53296,23619,0.443,1,2,990,56,Some College,0.193,0.403,0.1815,1
LC_014656,7111,debt_consolidation,C,11.83,78207,0.5,Full-time,Own,743,2.8,7,6,107683,59815,0.555,0,0,1903,26,Masters,0.292,0.091,0.1657,0
LC_014657,30033,home_improvement,F,26.98,54771,2.3,Part-time,Other,649,8.0,3,2,96581,7259,0.075,5,2,581,26,Bachelors,0.127,0.548,0.8336,1
LC_014658,16350,debt_consolidation,D,16.71,36301,0.1,Full-time,Own,735,12.2,3,2,84941,24234,0.285,1,3,816,31,High School,0.27,0.45,0.2089,0
LC_014659,19543,other,F,25.02,67660,5.6,Self-employed,Own,631,1.9,6,5,112610,33865,0.301,2,2,1896,44,Bachelors,0.336,0.289,0.5189,0
LC_014660,31694,business,E,21.14,82282,3.4,Full-time,Mortgage,682,1.8,5,4,147534,13771,0.093,2,3,871,33,Bachelors,0.127,0.385,0.3012,0
LC_014661,35877,other,A,6.8,66783,9.1,Full-time,Own,744,17.8,1,1,121409,8778,0.072,0,2,1142,58,Some College,0.205,0.537,0.0,0
LC_014662,33938,business,D,17.89,57731,2.1,Part-time,Mortgage,745,2.3,4,3,32545,11696,0.359,1,4,385,45,High School,0.08,0.588,0.2567,0
LC_014663,25606,car,A,7.72,96866,14.1,Full-time,Mortgage,732,7.3,12,9,132515,21172,0.16,0,6,1057,43,Bachelors,0.131,0.264,0.0382,0
LC_014664,44241,vacation,C,12.98,67045,2.7,Part-time,Rent,757,12.8,6,3,103319,18866,0.183,1,1,1008,41,High School,0.18,0.66,0.1492,0
LC_014665,12527,debt_consolidation,B,8.67,50492,5.3,Full-time,Mortgage,726,20.0,5,4,116174,9842,0.085,1,1,652,38,High School,0.155,0.248,0.1087,0
LC_014666,10089,debt_consolidation,C,14.3,36919,0.1,Full-time,Mortgage,681,1.0,7,5,42214,2916,0.069,1,1,549,19,Some College,0.178,0.273,0.1228,0
LC_014667,17999,debt_consolidation,F,25.67,117820,21.8,Full-time,Rent,655,7.9,4,2,87912,39095,0.445,7,6,1943,44,Bachelors,0.198,0.153,0.7729,0
LC_014668,21806,major_purchase,D,17.19,111109,7.8,Self-employed,Rent,715,0.1,3,2,136387,75616,0.554,0,5,2577,38,Masters,0.278,0.196,0.2262,0
LC_014669,20969,home_improvement,F,25.22,82789,1.8,Full-time,Rent,636,4.3,3,1,73232,19238,0.263,5,3,791,54,Bachelors,0.115,0.253,0.6335,1
LC_014670,30904,vacation,B,9.0,50038,14.2,Full-time,Rent,735,6.6,3,2,26229,6450,0.246,2,1,764,45,Some College,0.183,0.618,0.0936,0
LC_014671,5695,medical,F,26.28,55640,2.5,Full-time,Mortgage,658,2.9,6,5,39764,7280,0.183,7,4,278,41,High School,0.06,0.102,0.6588,1
LC_014672,48535,major_purchase,F,26.08,66617,8.5,Full-time,Own,556,0.2,3,2,20087,10868,0.541,2,2,547,34,Some College,0.099,0.729,0.5572,0
LC_014673,31292,medical,C,11.92,69974,12.9,Full-time,Mortgage,717,18.8,8,4,67879,31912,0.47,1,3,1400,64,Some College,0.24,0.447,0.1432,1
LC_014674,5820,debt_consolidation,F,25.01,75477,10.8,Self-employed,Mortgage,601,11.6,4,3,123253,39111,0.317,2,2,1329,38,High School,0.211,0.077,0.4945,0
LC_014675,41298,business,D,16.59,85708,25.0,Full-time,Mortgage,733,3.0,5,4,135157,40900,0.303,1,1,2244,33,Bachelors,0.314,0.482,0.2034,0
LC_014676,24707,debt_consolidation,F,25.34,77275,6.8,Full-time,Mortgage,649,6.2,7,5,99738,37939,0.38,6,1,2048,35,Some College,0.318,0.32,0.8742,1
LC_014677,40045,debt_consolidation,F,26.94,76758,8.5,Full-time,Rent,591,1.3,4,3,149663,27663,0.185,5,2,1645,64,Some College,0.257,0.522,0.8004,1
LC_014678,49530,medical,D,17.7,65465,15.0,Full-time,Rent,690,22.0,4,2,51489,16731,0.325,1,0,890,40,High School,0.163,0.757,0.27,0
LC_014679,16264,debt_consolidation,D,17.76,60936,1.0,Full-time,Own,691,2.6,6,4,110549,26711,0.242,2,4,1413,34,Some College,0.278,0.267,0.2643,0
LC_014680,30497,debt_consolidation,E,21.82,77672,6.3,Full-time,Mortgage,661,9.1,8,5,71306,10756,0.151,3,3,388,38,Bachelors,0.06,0.393,0.3851,1
LC_014681,35022,debt_consolidation,F,25.86,53503,0.6,Unemployed,Rent,631,1.5,3,2,99049,12295,0.124,4,3,618,31,Some College,0.139,0.655,0.7537,1
LC_014682,26043,debt_consolidation,F,26.9,115368,25.6,Full-time,Mortgage,713,25.7,6,4,262002,125191,0.478,2,2,4265,55,Some College,0.444,0.226,0.4947,0
LC_014683,47765,major_purchase,C,14.15,89214,8.2,Self-employed,Mortgage,727,5.0,5,4,137546,65716,0.478,1,2,2267,45,Bachelors,0.305,0.535,0.1711,0
LC_014684,45903,business,F,25.28,89457,7.1,Part-time,Mortgage,683,4.0,6,4,76427,41615,0.545,4,2,2160,48,Bachelors,0.29,0.513,0.6962,1
LC_014685,11110,debt_consolidation,D,15.51,60132,1.5,Full-time,Mortgage,687,7.7,3,2,96346,11848,0.123,2,0,1101,40,High School,0.22,0.185,0.2494,0
LC_014686,10399,home_improvement,F,27.27,52540,1.5,Unemployed,Rent,696,4.9,5,3,42386,2600,0.061,2,0,314,35,Some College,0.072,0.198,0.5084,1
LC_014687,23469,home_improvement,E,22.41,65620,1.4,Full-time,Own,685,9.0,4,3,150146,16028,0.107,2,1,565,32,Some College,0.103,0.358,0.3228,1
LC_014688,12310,debt_consolidation,E,21.86,61525,9.9,Part-time,Rent,687,5.0,3,2,26910,9573,0.356,2,2,978,23,Bachelors,0.191,0.2,0.3809,0
LC_014689,29052,home_improvement,E,22.05,84770,8.5,Full-time,Mortgage,723,6.2,7,5,165522,65009,0.393,2,1,2200,46,Some College,0.311,0.343,0.3652,0
LC_014690,18628,car,F,25.04,76890,2.0,Part-time,Rent,678,5.9,5,3,32799,10556,0.322,2,1,990,36,Bachelors,0.155,0.242,0.5035,0
LC_014691,12166,debt_consolidation,E,22.62,79616,0.3,Full-time,Rent,633,5.7,3,2,49374,5799,0.117,2,2,441,63,High School,0.067,0.153,0.4068,0
LC_014692,14409,debt_consolidation,F,26.21,92003,0.4,Full-time,Rent,647,2.5,3,1,135483,50574,0.373,4,0,2450,36,Masters,0.32,0.157,0.6359,0
LC_014693,48746,major_purchase,D,17.49,116609,44.6,Full-time,Rent,738,34.7,3,2,283266,40715,0.144,1,3,2726,59,High School,0.281,0.418,0.2353,0
LC_014694,14661,business,F,25.28,114328,14.3,Full-time,Mortgage,636,10.8,7,6,265926,43083,0.162,5,1,2537,42,Bachelors,0.266,0.128,0.6363,1
LC_014695,47519,medical,A,6.82,81015,17.1,Full-time,Rent,785,19.3,4,2,75215,3357,0.045,0,5,986,54,High School,0.146,0.587,0.0,0
LC_014696,19109,medical,D,16.97,65830,2.2,Full-time,Rent,703,8.7,5,4,56935,9905,0.174,2,0,611,30,Bachelors,0.111,0.29,0.249,0
LC_014697,41242,debt_consolidation,E,20.62,58297,5.0,Full-time,Own,642,2.0,5,4,113725,71618,0.63,1,2,2331,20,Some College,0.48,0.707,0.4342,0
